emp_id,gender,dept,total_months,working_days,absent_days,total_leaves,previous_salary,performance_rating,current_salary,is_risk
16342,Female,Ops,2,23.0,1.0,14,33530.0,8,37086.41101201457,0
16343,Male,HR,82,,3.0,4,69879.0,7,88397.26728161103,0
16344,Male,Tech,14,24.0,0.0,6,146120.0,4,165043.284301669,0
16345,Female,HR,62,20.0,3.0,1,114600.0,1,137746.36133207136,1
16346,Female,HR,55,25.0,8.0,5,141545.0,6,154266.556576886,0
16347,Male,Tech,29,24.0,1.0,9,146963.0,1,182556.84999705825,1
16348,Female,Ops,5,23.0,7.0,4,132017.0,4,152056.4706072734,0
16349,Female,Sales,110,25.0,9.0,9,,8,135346.2463277718,0
16350,Female,Finance,69,,2.0,9,140335.0,9,131029.8588910362,0
16351,Female,Sales,66,22.0,0.0,7,115627.0,7,133408.09868385654,0
16352,Female,Ops,39,24.0,8.0,10,38668.0,4,41167.4179981564,0
16353,Male,Ops,23,24.0,4.0,13,106911.0,7,99640.18399744293,0
16354,Male,Tech,95,23.0,7.0,10,33356.0,5,42174.41663700317,0
16355,Male,Sales,114,24.0,6.0,5,129962.0,3,138006.47960020005,0
16356,Male,HR,16,23.0,,9,90324.0,3,,0
16357,Male,Tech,22,24.0,4.0,5,135588.0,7,164979.622423552,0
16358,Male,Tech,91,24.0,8.0,8,130920.0,10,127937.56573750466,0
16359,Male,Finance,29,25.0,0.0,10,56913.0,6,59322.63715882211,0
16360,Female,Tech,69,25.0,9.0,4,70602.0,8,66681.17521567002,0
16361,Male,Sales,116,22.0,5.0,8,133309.0,6,151658.04770250674,0
16362,Male,Ops,12,21.0,6.0,6,121198.0,10,140337.81976387478,0
16363,Male,Finance,13,24.0,4.0,8,134779.0,7,170034.76886266307,0
16364,Female,HR,8,25.0,8.0,14,145221.0,3,143448.27548057507,0
16365,Male,Sales,110,24.0,0.0,3,119687.0,6,120140.96971688743,0
16366,Male,HR,24,20.0,1.0,8,83913.0,7,87725.89843920924,0
16367,Female,Tech,92,23.0,1.0,0,121604.0,3,141641.0844405174,0
16368,Male,Sales,37,,8.0,11,130815.0,8,162552.23652239438,0
16369,Male,Finance,91,22.0,0.0,1,131866.0,9,127448.03019608186,0
16370,Female,Finance,36,25.0,8.0,1,117753.0,4,135774.68914142044,0
16371,Male,HR,73,24.0,7.0,12,145836.0,2,176647.06278295506,1
16372,Female,Ops,15,25.0,9.0,5,58194.0,9,57114.712085490944,0
16373,Male,Finance,59,23.0,4.0,2,,2,57048.63820097217,1
16374,Male,HR,110,24.0,9.0,3,139871.0,8,134878.22606905512,0
16375,Male,Ops,5,20.0,6.0,1,143114.0,5,178132.1011338075,0
16376,Female,Sales,92,23.0,6.0,11,133441.0,6,149942.1358300961,0
16377,Female,Finance,15,21.0,1.0,5,139963.0,4,159013.92021761427,0
16378,Female,Finance,100,20.0,8.0,2,38022.0,5,35873.02254478281,0
16379,Male,HR,18,22.0,4.0,8,32044.0,10,37518.30460086979,0
16380,Male,Finance,86,25.0,5.0,3,114630.0,7,111024.438836671,0
16381,Female,HR,5,,0.0,1,108049.0,1,109149.80073394236,1
16382,Female,,86,22.0,3.0,10,33269.0,8,32423.484763640237,0
16383,Male,HR,17,24.0,4.0,14,116612.0,5,140770.53707166956,0
16384,Male,Finance,22,20.0,4.0,13,41288.0,5,52425.12031049526,0
16385,Male,Sales,85,24.0,7.0,14,89876.0,1,115900.25724254093,1
16386,Male,Sales,110,21.0,1.0,8,132635.0,8,156010.9670658435,0
16387,Female,HR,87,25.0,3.0,11,45824.0,1,43700.81014813095,1
16388,Male,Sales,64,21.0,9.0,3,149695.0,7,155767.0467514085,0
16389,Male,HR,28,20.0,0.0,7,,2,,1
16390,Male,HR,92,21.0,7.0,10,83441.0,1,101692.20423008436,1
16391,Male,Tech,81,22.0,2.0,2,84039.0,4,79074.1422427375,0
16392,Male,Sales,83,24.0,4.0,4,32602.0,2,39642.63196510489,1
16393,Male,Tech,13,25.0,3.0,0,39681.0,6,37933.40237948781,0
16394,Male,Tech,109,24.0,1.0,3,46136.0,5,52850.63486481001,0
16395,Female,Finance,45,23.0,1.0,4,32812.0,7,41415.06560749836,0
16396,Female,HR,34,21.0,3.0,5,83024.0,9,88705.33084150072,0
16397,Female,Ops,111,,,4,49886.0,3,57738.38980441777,0
16398,Male,Tech,54,20.0,2.0,4,145357.0,2,170014.70604658767,1
16399,Female,Finance,33,20.0,3.0,1,133318.0,4,165060.56006828745,0
16400,Male,Sales,111,24.0,5.0,4,64738.0,7,79952.7695488859,0
16401,Male,,16,25.0,4.0,0,91732.0,2,89011.41909628229,1
16402,Male,HR,43,24.0,0.0,14,,9,70894.93510151588,0
16403,Male,Finance,61,24.0,7.0,0,143138.0,9,143941.7097027903,0
16404,Female,,94,24.0,1.0,4,37723.0,2,44526.70608072532,1
16405,Male,HR,3,23.0,0.0,10,50283.0,10,54284.17326995279,0
16406,Male,HR,91,25.0,4.0,4,107871.0,1,99847.61495205268,1
16407,Female,Ops,59,23.0,3.0,5,121720.0,4,127138.72779997173,0
16408,Female,Finance,20,22.0,2.0,9,130679.0,10,150690.94049963215,0
16409,Female,Ops,118,24.0,8.0,12,80044.0,3,74203.43071849973,0
16410,Male,Tech,32,22.0,7.0,12,127157.0,8,135337.28578097533,0
16411,Female,HR,21,24.0,4.0,2,130580.0,3,161712.2008241244,0
16412,Male,Sales,46,24.0,9.0,2,88428.0,6,104374.67369862074,0
16413,Male,Ops,117,20.0,9.0,8,,2,,1
16414,Female,Ops,69,21.0,,0,52898.0,4,68158.45852120711,0
16415,Female,HR,113,,7.0,7,108493.0,2,126348.34218005942,1
16416,Female,HR,2,,4.0,4,107194.0,3,137013.83782446524,0
16417,Male,Ops,86,21.0,2.0,8,87198.0,2,98978.64406131796,1
16418,Male,Sales,71,25.0,8.0,13,45330.0,2,48416.33963895479,1
16419,Male,HR,106,21.0,,8,,4,152263.52242460943,0
16420,Male,HR,74,25.0,7.0,12,80273.0,5,,0
16421,Male,Tech,52,25.0,,3,60838.0,4,77686.07073224844,0
16422,Male,,104,22.0,4.0,5,103040.0,1,106142.43359705129,1
16423,Female,Tech,1,23.0,6.0,0,39713.0,10,42365.01253249219,0
16424,Male,Sales,80,20.0,4.0,14,87114.0,8,109426.386699015,0
16425,Female,Finance,105,23.0,0.0,0,34630.0,8,40660.1803281378,0
16426,Female,Ops,28,22.0,2.0,2,74631.0,2,73722.25073409457,1
16427,Female,Sales,112,23.0,6.0,7,60584.0,8,78599.08395142065,0
16428,Female,Sales,61,25.0,9.0,14,74412.0,4,90751.11367503893,0
16429,Female,,84,22.0,1.0,12,60403.0,9,64271.00993273141,0
16430,Male,Finance,26,23.0,,12,108101.0,6,100457.17641629161,0
16431,Male,Sales,79,24.0,8.0,2,,3,,0
16432,Male,Finance,105,25.0,3.0,8,104488.0,5,97453.11617886752,0
16433,Male,Ops,94,24.0,2.0,3,36837.0,9,46099.46198549457,0
16434,Female,Finance,12,22.0,3.0,0,60590.0,4,76095.87277135435,0
16435,Female,Tech,2,21.0,4.0,7,73780.0,3,91291.01280267836,0
16436,Female,Tech,74,25.0,5.0,5,103297.0,10,127966.59748358082,0
16437,Male,Sales,91,20.0,3.0,5,,9,45326.135268814,0
16438,Male,Finance,21,21.0,6.0,4,64481.0,6,69055.25332931771,0
16439,Male,Tech,55,23.0,3.0,11,83282.0,2,104519.79866356928,1
16440,Male,,16,24.0,5.0,10,120407.0,10,131257.51153141982,0
16441,Female,,37,25.0,4.0,11,92045.0,3,,0
16442,Female,Ops,45,20.0,8.0,4,125789.0,1,153391.91939586855,1
16443,Male,HR,86,20.0,1.0,4,117099.0,8,125830.66257489857,0
16444,Male,Finance,39,24.0,8.0,11,100815.0,4,95490.44865757675,0
16445,Female,Sales,41,25.0,8.0,11,77653.0,9,78236.3229169602,0
16446,Female,HR,22,24.0,8.0,0,83708.0,4,90187.67462243082,0
16447,Female,Tech,49,20.0,8.0,14,149055.0,10,148812.96893435338,0
16448,Female,Sales,81,24.0,0.0,6,45596.0,8,51708.1182227218,0
16449,Male,Sales,17,20.0,7.0,13,35686.0,4,37374.60673442262,0
16450,Female,Sales,26,24.0,8.0,13,39022.0,6,35810.68946923909,0
16451,Female,Sales,101,23.0,5.0,6,116601.0,4,140017.31129602864,0
16452,Female,Finance,38,24.0,7.0,1,63484.0,8,68541.00842792372,0
16453,Female,Finance,38,21.0,6.0,6,144150.0,1,150818.63549688505,1
16454,Male,Finance,41,,9.0,2,118613.0,10,116104.5459818495,0
16455,Male,Tech,106,21.0,9.0,9,145966.0,8,180833.60567667268,0
16456,Male,Finance,113,22.0,0.0,8,56787.0,4,52121.03599808063,0
16457,Male,Sales,67,21.0,0.0,3,74477.0,9,77541.98989864108,0
16458,Male,HR,116,20.0,8.0,12,90294.0,10,98842.76781000818,0
16459,Male,HR,73,22.0,3.0,10,118477.0,9,122750.3323825943,0
16460,Female,HR,65,25.0,6.0,13,122308.0,2,156513.05620896956,1
16461,Female,HR,56,24.0,7.0,7,132470.0,7,153217.83195433748,0
16462,Female,HR,19,21.0,1.0,4,97034.0,7,118458.35253017923,0
16463,Female,Ops,14,25.0,7.0,4,72447.0,10,83760.90284862799,0
16464,Male,HR,104,,5.0,13,47783.0,5,43945.08507053914,0
16465,Female,HR,114,23.0,1.0,6,148006.0,1,145920.03768140436,1
16466,Male,HR,102,21.0,9.0,13,92899.0,9,111459.6207705039,0
16467,Female,Tech,66,25.0,9.0,2,102417.0,8,117768.97169417622,0
16468,Female,Ops,71,25.0,5.0,5,73313.0,6,88491.08410347538,0
16469,Female,HR,38,24.0,8.0,6,110651.0,2,107154.69497131594,1
16470,Male,Finance,43,25.0,3.0,8,33171.0,7,32734.562412353604,0
16471,Female,Tech,119,20.0,,4,102975.0,5,102172.3015000758,0
16472,Male,Ops,92,21.0,,6,58704.0,5,66737.49697336655,0
16473,Male,Finance,10,20.0,5.0,10,51630.0,2,55569.06860288769,1
16474,Female,Finance,89,21.0,8.0,0,90119.0,6,104912.91638722969,0
16475,Male,Tech,22,21.0,2.0,14,54950.0,4,52095.8861846524,0
16476,Male,Finance,75,25.0,5.0,10,77165.0,10,91182.15469938857,0
16477,Female,Sales,64,22.0,,1,40476.0,6,40896.35416772885,0
16478,Female,,104,24.0,8.0,3,36752.0,2,36415.92169126862,1
16479,Female,Tech,45,25.0,6.0,1,147875.0,8,164842.11855380418,0
16480,Female,Sales,102,24.0,7.0,9,,9,119342.02629151863,0
16481,Female,Tech,74,22.0,,8,40294.0,2,41769.674263851746,1
16482,Female,Finance,18,23.0,,1,141116.0,1,137262.19468960105,1
16483,Male,Finance,111,25.0,2.0,1,62903.0,7,75222.69310501078,0
16484,Female,Finance,69,25.0,7.0,8,55547.0,1,50683.3701148738,1
16485,Female,Sales,11,25.0,5.0,2,32471.0,7,39708.14887401689,0
16486,Male,Finance,27,22.0,3.0,6,121366.0,8,143750.8147105427,0
16487,Female,Sales,117,,7.0,4,138667.0,2,142440.16014314044,1
16488,Male,Sales,27,25.0,9.0,13,81157.0,3,86919.34135597583,0
16489,Female,Sales,60,23.0,4.0,1,126800.0,2,117066.89194825424,1
16490,Female,Tech,36,24.0,6.0,4,83238.0,2,104752.69349529121,1
16491,Male,Ops,57,23.0,4.0,9,85778.0,10,98625.50407562547,0
16492,Female,Sales,13,21.0,1.0,12,120595.0,1,122701.67915706559,1
16493,Male,Finance,111,20.0,,13,142656.0,4,172744.49707061285,0
16494,Female,Sales,28,25.0,3.0,0,116222.0,2,116496.80881528788,1
16495,Female,HR,66,25.0,7.0,2,70904.0,10,78046.5851636345,0
16496,Male,Tech,7,22.0,8.0,14,91537.0,1,,1
16497,Female,Finance,96,25.0,8.0,4,104030.0,8,115864.55745867251,0
16498,Female,Tech,70,23.0,6.0,11,100744.0,7,126641.0377827391,0
16499,Male,Tech,19,24.0,0.0,2,59376.0,10,66913.43862374185,0
16500,Female,HR,15,25.0,6.0,3,,5,155026.706633204,0
16501,Male,Sales,87,21.0,9.0,7,129008.0,8,152290.1929642365,0
16502,Female,Finance,88,23.0,5.0,7,122460.0,6,153587.38333970009,0
16503,Male,Ops,46,24.0,0.0,6,131734.0,10,129093.10769055274,0
16504,Female,Tech,112,21.0,3.0,9,137278.0,8,128650.30956349337,0
16505,Male,Ops,52,24.0,4.0,0,106793.0,6,133652.7562706644,0
16506,Male,Ops,92,22.0,5.0,9,99958.0,2,117834.38678552874,1
16507,Female,Sales,24,25.0,8.0,9,82461.0,7,106757.09068616781,0
16508,Female,Ops,54,24.0,,2,89225.0,3,106821.820014179,0
16509,Male,Finance,53,20.0,5.0,11,83980.0,2,83066.98590914285,1
16510,Female,Sales,56,22.0,9.0,10,95812.0,4,121603.81899529732,0
16511,Male,Ops,22,21.0,3.0,0,44906.0,6,57432.81495996146,0
16512,Female,Sales,106,20.0,2.0,0,52012.0,8,66225.89251645021,0
16513,Female,Finance,70,21.0,9.0,11,103455.0,3,93629.03368174903,0
16514,Male,Tech,47,25.0,6.0,1,139321.0,1,160400.78810536547,1
16515,Male,HR,4,20.0,5.0,2,115788.0,8,148100.17975919857,0
16516,Female,Sales,34,22.0,1.0,14,95977.0,10,112263.6786553004,0
16517,Female,,51,23.0,1.0,3,138370.0,2,148209.57660674007,1
16518,Female,Tech,103,24.0,6.0,4,41954.0,1,52893.717550493035,1
16519,Female,Finance,27,25.0,7.0,1,123514.0,1,127684.72774306283,1
16520,Female,Tech,107,24.0,9.0,10,142437.0,3,160471.79227428668,0
16521,Male,HR,22,22.0,1.0,9,105453.0,9,105499.97229916224,0
16522,Female,Finance,111,24.0,,7,85944.0,8,82672.6269317773,0
16523,Female,Ops,54,20.0,5.0,13,67385.0,2,64503.694477645564,1
16524,Male,Ops,16,24.0,3.0,9,113717.0,4,130940.71697341008,0
16525,Male,Sales,96,24.0,9.0,0,59500.0,10,57533.46413378046,0
16526,Male,Ops,57,25.0,7.0,5,67292.0,5,85587.48297918582,0
16527,Female,HR,69,25.0,0.0,5,68290.0,8,79020.33848482162,0
16528,Male,,59,25.0,9.0,6,81534.0,2,84279.840812607,1
16529,Male,Sales,41,21.0,0.0,7,132168.0,1,144587.1109041494,1
16530,Male,Finance,33,20.0,9.0,14,122259.0,2,131186.83812062818,1
16531,Male,Ops,45,20.0,8.0,13,43312.0,7,40479.0521636672,0
16532,Female,Sales,99,25.0,8.0,8,102246.0,8,120049.54682352058,0
16533,Female,Ops,69,22.0,7.0,1,135893.0,10,166277.90290182267,0
16534,Female,Ops,23,22.0,0.0,13,87194.0,9,98946.07064307953,0
16535,Male,HR,46,,6.0,11,121945.0,6,138970.95424405238,0
16536,Male,Sales,101,20.0,2.0,4,142872.0,5,,0
16537,Male,Sales,32,25.0,5.0,14,95298.0,10,98423.41798306188,0
16538,Male,Tech,52,22.0,3.0,10,32844.0,6,32928.60066190157,0
16539,Male,Tech,78,21.0,6.0,3,,4,56823.35905464038,0
16540,Male,Sales,117,24.0,5.0,13,149185.0,1,142144.7652599833,1
16541,Female,HR,33,,9.0,7,136328.0,4,133734.8214325129,0
16542,Female,Ops,107,25.0,8.0,3,40604.0,7,44654.07588468099,0
16543,Male,Finance,69,22.0,2.0,13,133210.0,4,131527.76914600027,0
16544,Female,Ops,57,23.0,2.0,10,148727.0,1,146578.4149600338,1
16545,Male,Finance,35,25.0,0.0,14,58450.0,7,72770.99468767783,0
16546,Male,HR,106,22.0,,2,33390.0,8,31628.443050112914,0
16547,Female,Tech,54,22.0,7.0,3,73414.0,3,84401.81321454333,0
16548,Male,Sales,105,21.0,0.0,0,120831.0,3,153856.3237732328,0
16549,Female,HR,111,25.0,0.0,12,42924.0,3,39187.81728762274,0
16550,Male,Finance,102,22.0,7.0,9,66001.0,1,66004.86362922983,1
16551,Male,Sales,58,23.0,6.0,14,147661.0,10,166738.16446904166,0
16552,Female,Finance,86,21.0,3.0,5,110416.0,5,104521.6061434949,0
16553,Male,Ops,70,22.0,4.0,5,95193.0,10,108288.59752226088,0
16554,Male,Ops,119,22.0,0.0,9,,8,47228.16284887198,0
16555,Male,Ops,118,21.0,6.0,11,46951.0,4,48285.342270527115,0
16556,Female,Sales,104,22.0,8.0,0,105414.0,1,112026.01649170186,1
16557,Male,Tech,98,,6.0,13,99074.0,5,124122.93500709624,0
16558,Male,Tech,56,23.0,,10,,8,137384.8960478512,0
16559,Male,Finance,4,21.0,1.0,12,64760.0,3,74997.12878358553,0
16560,Female,Tech,66,25.0,8.0,10,41721.0,10,,0
16561,Female,Tech,9,22.0,3.0,1,118714.0,3,131631.2585142558,0
16562,Female,,94,24.0,1.0,14,92145.0,1,92674.51073286946,1
16563,Female,Finance,101,25.0,8.0,9,41073.0,9,37154.78683155576,0
16564,Female,Finance,19,22.0,8.0,5,36924.0,8,37969.53364341742,0
16565,Male,Sales,63,22.0,5.0,3,78208.0,4,96705.20751112804,0
16566,Female,Finance,60,24.0,7.0,9,96332.0,7,119308.15369599834,0
16567,Female,Sales,51,20.0,4.0,13,35037.0,6,38984.6339058067,0
16568,Male,Sales,73,24.0,3.0,2,41949.0,10,45131.356756087494,0
16569,Female,Sales,5,25.0,9.0,12,61776.0,6,70529.3176461476,0
16570,Male,Finance,16,21.0,0.0,9,79259.0,9,83492.982811735,0
16571,Female,Tech,90,21.0,3.0,0,52707.0,9,,0
16572,Male,Tech,7,20.0,2.0,9,40242.0,3,49824.88433041699,0
16573,Male,Finance,2,21.0,0.0,5,38163.0,8,47357.11094322755,0
16574,Female,Tech,78,20.0,4.0,11,117237.0,1,,1
16575,Female,Finance,31,24.0,9.0,14,80280.0,9,96018.54214207125,0
16576,Male,Sales,86,22.0,3.0,4,55367.0,8,65746.75592025962,0
16577,Male,,33,22.0,1.0,9,121854.0,4,111724.22365059255,0
16578,Male,HR,40,20.0,9.0,14,103098.0,6,121616.5215299729,0
16579,Male,Finance,113,22.0,5.0,6,102645.0,7,110457.31919635003,0
16580,Male,Sales,59,20.0,2.0,7,131778.0,8,148898.62060129686,0
16581,Male,Ops,95,21.0,4.0,7,45291.0,10,56270.55257514727,0
16582,Male,Sales,83,21.0,6.0,4,131737.0,4,154484.34193378335,0
16583,Female,HR,6,23.0,5.0,2,49885.0,5,49864.30169868666,0
16584,Male,Tech,46,23.0,6.0,5,43394.0,4,47213.89023477425,0
16585,Female,Tech,40,21.0,5.0,2,105953.0,5,113587.41768615734,0
16586,Female,Sales,43,25.0,2.0,4,,7,113150.25247786837,0
16587,Male,HR,110,21.0,6.0,7,125924.0,3,151487.22695524342,0
16588,Male,Sales,74,21.0,9.0,9,128277.0,9,117852.47118342252,0
16589,Female,Tech,113,23.0,0.0,9,34330.0,8,44300.84639313252,0
16590,Male,Sales,12,24.0,9.0,10,96478.0,8,87648.23895161707,0
16591,Male,Ops,90,22.0,2.0,9,126374.0,7,157819.74219274963,0
16592,Female,HR,4,22.0,0.0,2,60561.0,1,63139.87267582165,1
16593,Female,Tech,115,25.0,0.0,5,,7,135223.29178923334,0
16594,Female,Sales,59,23.0,2.0,9,123093.0,8,114070.06114958956,0
16595,Male,HR,49,25.0,9.0,12,98585.0,1,120606.97744511714,1
16596,Male,Sales,5,22.0,4.0,13,143552.0,5,148998.39888827948,0
16597,Female,Tech,94,20.0,7.0,8,123472.0,2,122524.47229828163,1
16598,Male,HR,24,23.0,3.0,1,36434.0,9,43826.826434962,0
16599,Female,Tech,110,21.0,0.0,2,68712.0,5,64074.157418079834,0
16600,Male,Ops,103,24.0,4.0,8,71806.0,7,72860.2083748945,0
16601,Female,Ops,35,20.0,7.0,10,108407.0,5,107979.84941144673,0
16602,Male,Finance,5,20.0,5.0,14,132421.0,6,135422.01050409814,0
16603,Female,HR,5,23.0,9.0,13,66370.0,5,65705.87191498431,0
16604,Male,Ops,72,21.0,6.0,3,64874.0,2,63442.39091728332,1
16605,Male,Finance,118,21.0,2.0,14,39282.0,8,40384.594365132514,0
16606,Female,HR,99,20.0,,13,61356.0,6,66497.68101740096,0
16607,Male,Tech,55,21.0,0.0,10,125061.0,9,130034.93507245525,0
16608,Male,,65,25.0,1.0,10,104770.0,8,132349.46777778343,0
16609,Female,Sales,66,25.0,4.0,4,50386.0,2,65365.301761757895,1
16610,Male,Tech,7,21.0,5.0,11,30249.0,7,28192.429896436464,0
16611,Male,Ops,15,21.0,2.0,9,124922.0,9,133451.2053709892,0
16612,Male,Sales,78,22.0,4.0,1,50579.0,4,48045.725706343896,0
16613,Female,Tech,77,24.0,7.0,9,34406.0,5,42283.071884824814,0
16614,Female,Finance,44,25.0,6.0,12,56988.0,5,67522.28527505361,0
16615,Female,Finance,29,23.0,1.0,3,,1,106093.8653388715,1
16616,Female,Tech,114,23.0,3.0,10,131444.0,1,132469.23338963377,1
16617,Female,HR,2,22.0,5.0,7,140985.0,4,150414.9417600301,0
16618,Male,,58,22.0,0.0,8,51511.0,4,64362.644610249314,0
16619,Male,Ops,71,23.0,7.0,9,30353.0,10,33037.24335960382,0
16620,Female,Tech,10,23.0,6.0,6,82810.0,5,86441.88191247206,0
16621,Male,Sales,84,21.0,4.0,5,,3,39530.018482472864,0
16622,Male,Ops,89,22.0,5.0,5,34353.0,10,32636.699558937657,0
16623,Male,Ops,55,22.0,5.0,3,52148.0,2,65021.333989519,1
16624,Male,Finance,90,25.0,4.0,5,126257.0,7,137930.36560300633,0
16625,Female,Finance,42,24.0,2.0,14,65850.0,9,67161.9551051605,0
16626,Female,Finance,70,20.0,3.0,4,39913.0,8,45200.78080154747,0
16627,Male,Ops,68,24.0,0.0,1,64248.0,7,79618.81512559927,0
16628,Male,Ops,72,25.0,1.0,8,49643.0,4,47244.87271290832,0
16629,Female,Ops,13,21.0,0.0,4,72220.0,9,71143.80807651138,0
16630,Male,Sales,37,21.0,6.0,9,111882.0,9,112868.63393275294,0
16631,Male,Sales,8,21.0,3.0,6,111550.0,4,129924.75035283134,0
16632,Male,Sales,40,24.0,9.0,4,86105.0,3,99402.4284803451,0
16633,Female,HR,93,20.0,0.0,0,48360.0,2,45930.36542549966,1
16634,Female,Ops,91,20.0,9.0,11,94313.0,1,90873.12329596867,1
16635,Male,Ops,9,21.0,3.0,2,132838.0,7,170792.55169149095,0
16636,Male,Tech,78,21.0,0.0,2,91591.0,2,105945.31505178471,1
16637,Male,Tech,60,20.0,0.0,5,86318.0,8,89817.44180013904,0
16638,Male,HR,75,20.0,4.0,3,48443.0,9,59477.112448272965,0
16639,Male,Tech,89,22.0,8.0,3,141550.0,3,136214.81265984807,0
16640,Male,Sales,87,23.0,7.0,5,53643.0,1,66001.79762463391,1
16641,Female,HR,10,24.0,0.0,2,33054.0,8,33702.766186614484,0
16642,Female,HR,71,24.0,5.0,5,125528.0,10,150855.85800242858,0
16643,Male,HR,77,25.0,2.0,13,111700.0,2,123061.78689479262,1
16644,Female,Finance,22,23.0,8.0,2,139100.0,5,126207.9746321544,0
16645,Male,Tech,105,23.0,7.0,0,137520.0,2,177902.2738967805,1
16646,Male,,104,22.0,6.0,5,141554.0,3,170845.12703700733,0
16647,Female,Finance,113,20.0,8.0,14,125531.0,2,141197.51508656653,1
16648,Female,Sales,56,20.0,5.0,8,125617.0,5,138477.26551790652,0
16649,Male,,46,22.0,3.0,8,64825.0,6,,0
16650,Male,Sales,18,20.0,0.0,9,139892.0,5,158774.3948410778,0
16651,Female,Ops,73,22.0,4.0,1,55051.0,3,55788.929139675405,0
16652,Female,Ops,86,21.0,1.0,13,50291.0,8,60000.041951880085,0
16653,Male,Tech,117,22.0,7.0,5,56993.0,10,67565.55955185232,0
16654,Male,Finance,119,21.0,5.0,13,80526.0,2,72593.97775585475,1
16655,Male,Ops,59,21.0,1.0,5,62285.0,10,76341.41576772097,0
16656,Female,Sales,61,21.0,4.0,10,46628.0,1,59172.27771734279,1
16657,Male,Ops,111,25.0,8.0,13,143962.0,3,180926.45644913695,0
16658,Female,Tech,112,23.0,7.0,6,135170.0,3,138300.17559504797,0
16659,Male,,52,,2.0,14,79922.0,10,79339.6031473699,0
16660,Female,HR,9,25.0,7.0,7,44199.0,8,55475.67557533023,0
16661,Female,Tech,106,20.0,0.0,8,89981.0,6,92136.83881441728,0
16662,Female,Tech,63,21.0,8.0,3,109028.0,3,,0
16663,Female,HR,64,23.0,0.0,3,59430.0,10,69896.43330727759,0
16664,Male,Ops,14,21.0,0.0,0,48058.0,4,50639.04881680703,0
16665,Female,Tech,76,25.0,5.0,6,98725.0,6,122243.6565839557,0
16666,Female,HR,104,23.0,0.0,9,125596.0,10,132397.4806544614,0
16667,Female,HR,17,23.0,1.0,9,57788.0,1,73859.35637652215,1
16668,Male,Tech,17,24.0,4.0,12,97731.0,1,118703.60912141477,1
16669,Male,Finance,51,24.0,9.0,2,35481.0,3,37085.25443914937,0
16670,Male,Tech,56,21.0,3.0,12,138327.0,5,161126.8413726636,0
16671,Male,Finance,24,23.0,5.0,0,111756.0,6,144733.727491623,0
16672,Male,Ops,114,24.0,3.0,10,42435.0,7,,0
16673,Male,HR,77,20.0,0.0,7,131908.0,5,167874.11692630118,0
16674,Female,Sales,113,21.0,1.0,3,51898.0,2,62417.092452895835,1
16675,Female,Tech,36,23.0,8.0,0,96640.0,4,92480.1543195334,0
16676,Female,Sales,62,23.0,4.0,1,90208.0,6,,0
16677,Male,Ops,18,24.0,9.0,7,66540.0,1,76935.28983745803,1
16678,Female,Tech,117,20.0,2.0,12,145241.0,5,167727.3084243925,0
16679,Female,Sales,94,21.0,1.0,1,73746.0,1,74085.08963333965,1
16680,Male,Ops,55,21.0,9.0,9,119675.0,3,121785.8459868954,0
16681,Female,Finance,106,24.0,3.0,6,135923.0,2,126836.3966280585,1
16682,Male,Ops,42,22.0,4.0,4,96703.0,7,110956.65622868793,0
16683,Female,Tech,101,20.0,1.0,1,57708.0,2,61736.53440675178,1
16684,Male,Tech,65,20.0,0.0,13,44246.0,9,42829.96015449173,0
16685,Male,Tech,14,,,2,142216.0,10,143455.61969570038,0
16686,Male,Ops,10,22.0,6.0,2,108238.0,8,134695.28441558869,0
16687,Female,Tech,5,23.0,7.0,2,123047.0,6,112976.53832868428,0
16688,Female,Ops,22,23.0,3.0,14,107742.0,10,107007.92713102799,0
16689,Male,HR,105,22.0,0.0,2,104575.0,9,105862.21932581684,0
16690,Male,HR,93,,2.0,0,113591.0,3,,0
16691,Female,HR,113,24.0,3.0,4,60170.0,2,76047.5257726486,1
16692,Female,Sales,115,23.0,0.0,6,53449.0,6,65563.76749498516,0
16693,Male,HR,96,21.0,7.0,7,52634.0,9,65551.39630901803,0
16694,Female,HR,95,24.0,8.0,4,109107.0,6,101047.32319979125,0
16695,Female,Ops,37,20.0,3.0,10,72586.0,7,86853.58819363441,0
16696,Female,Ops,33,25.0,,9,89715.0,9,92503.61851595422,0
16697,Male,Tech,94,24.0,2.0,12,103615.0,10,132587.56898575954,0
16698,Male,Tech,103,24.0,1.0,11,36012.0,6,46781.49076436526,0
16699,Female,Tech,97,21.0,4.0,7,47240.0,2,51262.43511248026,1
16700,Male,Ops,10,24.0,0.0,11,52310.0,4,56607.042934229095,0
16701,Female,Ops,64,20.0,3.0,11,49132.0,7,50682.175692896606,0
16702,Female,HR,58,21.0,9.0,13,143093.0,4,166396.39034334553,0
16703,Male,Finance,63,24.0,9.0,8,61511.0,7,65878.91396478155,0
16704,Male,Ops,35,23.0,,1,123943.0,2,118340.41099896301,1
16705,Male,Finance,49,21.0,2.0,0,73729.0,2,75445.36783908334,1
16706,Female,Ops,28,23.0,4.0,3,88150.0,9,86991.38448918554,0
16707,Female,Ops,55,21.0,9.0,14,69845.0,5,69854.23127741207,0
16708,Male,Sales,106,25.0,3.0,4,136696.0,10,162485.2027826458,0
16709,Male,Finance,9,23.0,3.0,14,126385.0,8,143011.78313828728,0
